Invoice ID,Date,Category,Product,Unit Price (Naira),Quantity,Sales (Naira),Payment,COGS (Naira),Gross Income(Naira),
INV1063,5/21/2025,Beverages,Water,1750,7,12250,Card,2100,14700,
INV1064,5/21/2025,Household,Shampoo,1200,8,9600,Transfer,1440,11520,
INV1065,5/21/2025,Household,Shampoo,1200,9,10800,Transfer,1440,12960,
INV1066,5/21/2025,Household,Toothpaste,800,10,8000,Cash,960,9600,
INV1067,5/21/2025,Snacks,Chocolate,3000,9,27000,Card,3600,32400,
INV1068,5/21/2025,Beverages,Coke,2880,9,25920,Card,3456,31104,
INV1069,5/21/2025,Beverages,Coke,2880,8,23040,Card,3456,27648,
INV3331,5/21/2025,Food items,Eggs,3300,1,3300,Cash,3960,3960,
INV3857,5/21/2025,Dairy,Butter,120,8,960,Card,144,1152,
INV3937,5/21/2025,Food items,Coffee,1900,3,5700,Cash,2280,6840,
INV1070,5/22/2025,Snacks,Biscuits,5200,1,5200,Transfer,6240,6240,
INV1071,5/22/2025,Household,Soap,1700,2,3400,Cash,2040,4080,
INV1072,5/22/2025,Food items,Bread,500,10,5000,Card,600,6000,
INV1073,5/22/2025,Household,Shampoo,1200,3,3600,Card,1440,4320,
INV1074,5/22/2025,Beverages,Fanta,2880,7,20160,Cash,3456,24192,
INV1075,5/22/2025,Beverages,Water,1750,4,7000,Transfer,2100,8400,
INV2927,5/22/2025,Household,Soap,1700,10,17000,Transfer,2040,20400,
INV3048,5/22/2025,Dairy,Butter,120,3,360,Cash,144,432,
INV3074,5/22/2025,Food items,Eggs,3300,3,9900,Card,3960,11880,
INV3100,5/22/2025,Food items,Bread,500,2,1000,Transfer,600,1200,
INV3652,5/22/2025,Food items,Eggs,3300,2,6600,Card,3960,7920,
INV1076,5/23/2025,Household,Detergent,6900,10,69000,Cash,8280,82800,
INV1077,5/23/2025,Beverages,Water,1750,6,10500,Transfer,2100,12600,
INV1078,5/23/2025,Food items,Rice,48000,4,192000,Transfer,57600,230400,
INV1079,5/23/2025,Household,Soap,1700,10,17000,Cash,2040,20400,
INV1080,5/23/2025,Household,Toothpaste,800,5,4000,Cash,960,4800,
INV3824,5/23/2025,Dairy,Butter,120,9,1080,Transfer,144,1296,
INV3929,5/23/2025,Food items,Eggs,3300,10,33000,Cash,3960,39600,
INV1081,5/24/2025,Food items,Rice,48000,5,240000,Card,57600,288000,
INV1082,5/24/2025,Household,Soap,1700,8,13600,Cash,2040,16320,
INV1083,5/24/2025,Household,Shampoo,1200,9,10800,Card,1440,12960,
INV1084,5/24/2025,Household,Soap,1700,5,8500,Transfer,2040,10200,
INV1085,5/24/2025,Food items,Rice,48000,5,240000,Transfer,57600,288000,
INV1086,5/24/2025,Food items,Rice,48000,6,288000,Transfer,57600,345600,
INV1087,5/24/2025,Household,Detergent,6900,7,48300,Card,8280,57960,
INV1088,5/24/2025,Food items,Rice,48000,2,96000,Cash,57600,115200,
INV1089,5/24/2025,Beverages,Pepsi,2880,6,17280,Cash,3456,20736,
INV1090,5/24/2025,Household,Soap,1700,4,6800,Card,2040,8160,
INV3079,5/24/2025,Food items,Sugar,3600,2,7200,Transfer,4320,8640,
INV3508,5/24/2025,Food items,Bread,500,5,2500,Transfer,600,3000,
INV1091,5/25/2025,Food items,Rice,48000,6,288000,Cash,57600,345600,
INV1092,5/25/2025,Beverages,Pepsi,2880,10,28800,Cash,3456,34560,
INV1093,5/25/2025,Snacks,Chips,400,7,2800,Cash,480,3360,
INV1094,5/25/2025,Food items,Rice,48000,3,144000,Card,57600,172800,
INV1095,5/25/2025,Snacks,Chocolate,3000,2,6000,Transfer,3600,7200,
INV1096,5/25/2025,Household,Detergent,6900,7,48300,Cash,8280,57960,
INV1097,5/25/2025,Food items,Beans,60000,1,60000,Cash,72000,72000,
INV1098,5/25/2025,Food items,Bread,500,8,4000,Cash,600,4800,
INV3409,5/25/2025,Food items,Tea,600,7,4200,Transfer,720,5040,
INV3772,5/25/2025,Food items,Bread,500,10,5000,Card,600,6000,
INV1099,5/26/2025,Snacks,Chips,400,7,2800,Card,480,3360,
INV1100,5/26/2025,Snacks,Chocolate,3000,7,21000,Cash,3600,25200,
INV1101,5/26/2025,Household,Detergent,6900,8,55200,Transfer,8280,66240,
INV1102,5/26/2025,Beverages,Fanta,2880,5,14400,Cash,3456,17280,
INV1103,5/26/2025,Beverages,Water,1750,10,17500,Card,2100,21000,
INV1104,5/26/2025,Food items,Bread,500,1,500,Transfer,600,600,
INV1105,5/26/2025,Beverages,Coke,2880,4,11520,Cash,3456,13824,
INV1106,5/26/2025,Snacks,Chips,400,9,3600,Card,480,4320,
INV1107,5/26/2025,Snacks,Chocolate,3000,4,12000,Transfer,3600,14400,
INV1108,5/26/2025,Snacks,Chips,400,7,2800,Cash,480,3360,
INV2796,5/26/2025,Food items,Eggs,3300,8,26400,Card,3960,31680,
INV2943,5/26/2025,Household,Soap,1700,1,1700,Transfer,2040,2040,
INV3019,5/26/2025,Food items,Sugar,3600,4,14400,Card,4320,17280,
INV1109,5/27/2025,Food items,Rice,48000,7,336000,Cash,57600,403200,
INV1110,5/27/2025,Household,Shampoo,1200,8,9600,Card,1440,11520,
INV1111,5/27/2025,Household,Shampoo,1200,10,12000,Cash,1440,14400,
INV1112,5/27/2025,Snacks,Chocolate,3000,3,9000,Card,3600,10800,
INV1113,5/27/2025,Snacks,Chocolate,3000,8,24000,Transfer,3600,28800,
INV1114,5/27/2025,Beverages,Pepsi,2880,2,5760,Transfer,3456,6912,
INV1115,5/27/2025,Beverages,Water,1750,9,15750,Cash,2100,18900,
INV1116,5/27/2025,Snacks,Biscuits,5200,5,26000,Transfer,6240,31200,
INV1117,5/27/2025,Household,Soap,1700,8,13600,Card,2040,16320,
INV1118,5/27/2025,Food items,Rice,48000,9,432000,Transfer,57600,518400,
INV2982,5/27/2025,Dairy,Milk,9100,1,9100,Cash,10920,10920,
INV3587,5/27/2025,Food items,Bread,500,1,500,Card,600,600,
INV3751,5/27/2025,Food items,Bread,500,2,1000,Cash,600,1200,
INV3914,5/27/2025,Food items,Eggs,3300,7,23100,Card,3960,27720,
INV1119,5/28/2025,Household,Soap,1700,6,10200,Cash,2040,12240,
INV1120,5/28/2025,Snacks,Chocolate,3000,6,18000,Cash,3600,21600,
INV1121,5/28/2025,Beverages,Water,1750,7,12250,Transfer,2100,14700,
INV1122,5/28/2025,Household,Soap,1700,5,8500,Transfer,2040,10200,
INV1123,5/28/2025,Snacks,Chocolate,3000,4,12000,Cash,3600,14400,
INV1124,5/28/2025,Household,Soap,1700,3,5100,Card,2040,6120,
INV1125,5/28/2025,Beverages,Pepsi,2880,6,17280,Card,3456,20736,
INV1126,5/28/2025,Household,Shampoo,1200,4,4800,Transfer,1440,5760,
INV1127,5/28/2025,Beverages,Pepsi,2880,2,5760,Card,3456,6912,
INV1128,5/28/2025,Snacks,Chips,400,9,3600,Card,480,4320,
INV3178,5/28/2025,Food items,Coffee,1900,4,7600,Transfer,2280,9120,
INV3437,5/28/2025,Food items,Eggs,3300,2,6600,Transfer,3960,7920,
INV1129,5/29/2025,Food items,Spaghetti,6000,10,60000,Card,7200,72000,
INV1130,5/29/2025,Beverages,Pepsi,2880,1,2880,Transfer,3456,3456,
INV1131,5/29/2025,Snacks,Chips,400,3,1200,Cash,480,1440,
INV1132,5/29/2025,Snacks,Chocolate,3000,6,18000,Cash,3600,21600,
INV1133,5/29/2025,Food items,Rice,48000,6,288000,Cash,57600,345600,
INV1134,5/29/2025,Beverages,Water,1750,1,1750,Cash,2100,2100,
INV2833,5/29/2025,Food items,Sugar,3600,6,21600,Card,4320,25920,
INV1135,5/30/2025,Snacks,Biscuits,5200,4,20800,Cash,6240,24960,
INV1136,5/30/2025,Snacks,Chocolate,3000,10,30000,Cash,3600,36000,
INV1137,5/30/2025,Beverages,Coke,2880,10,28800,Transfer,3456,34560,
INV1138,5/30/2025,Snacks,Chips,400,4,1600,Transfer,480,1920,
INV1139,5/30/2025,Snacks,Chocolate,3000,2,6000,Transfer,3600,7200,
INV1140,5/30/2025,Food items,Bread,500,8,4000,Card,600,4800,
INV1141,5/30/2025,Household,Soap,1700,7,11900,Cash,2040,14280,
INV3066,5/30/2025,Household,Toothpaste,800,6,4800,Transfer,960,5760,
INV3360,5/30/2025,Household,Soap,1700,4,6800,Cash,2040,8160,
INV3860,5/30/2025,Food items,Bread,500,6,3000,Transfer,600,3600,
INV1142,5/31/2025,Snacks,Chocolate,3000,4,12000,Transfer,3600,14400,
INV1143,5/31/2025,Household,Detergent,6900,7,48300,Card,8280,57960,
INV1144,5/31/2025,Food items,Rice,48000,10,480000,Cash,57600,576000,
INV1145,5/31/2025,Household,Soap,1700,3,5100,Cash,2040,6120,
INV1146,5/31/2025,Beverages,Pepsi,2880,7,20160,Card,3456,24192,
INV1147,5/31/2025,Snacks,Chips,400,10,4000,Cash,480,4800,
INV1148,5/31/2025,Snacks,Chocolate,3000,6,18000,Card,3600,21600,
INV1149,6/1/2025,Beverages,Fanta,2880,5,14400,Cash,3456,17280,
INV1150,6/1/2025,Household,Shampoo,1200,5,6000,Card,1440,7200,
INV1151,6/1/2025,Beverages,Coke,2880,1,2880,Card,3456,3456,
INV1152,6/1/2025,Household,Soap,1700,5,8500,Cash,2040,10200,
INV1153,6/1/2025,Beverages,Coke,2880,1,2880,Card,3456,3456,
INV1154,6/1/2025,Beverages,Fanta,2880,1,2880,Card,3456,3456,
INV1155,6/1/2025,Food items,Bread,500,2,1000,Card,600,1200,
INV2891,6/1/2025,Food items,Rice,48000,7,336000,Transfer,57600,403200,
INV3513,6/1/2025,Food items,Bread,500,10,5000,Card,600,6000,
INV1156,6/2/2025,Beverages,Fanta,2880,8,23040,Cash,3456,27648,
INV1157,6/2/2025,Snacks,Chocolate,3000,7,21000,Card,3600,25200,
INV1158,6/2/2025,Food items,Bread,500,5,2500,Transfer,600,3000,
INV1159,6/2/2025,Snacks,Chips,400,2,800,Cash,480,960,
INV1160,6/2/2025,Snacks,Chips,400,1,400,Cash,480,480,
INV2847,6/2/2025,Food items,Tea,600,3,1800,Transfer,720,2160,
INV1161,6/3/2025,Food items,Rice,48000,3,144000,Cash,57600,172800,
INV1162,6/3/2025,Beverages,Coke,2880,2,5760,Card,3456,6912,
INV1163,6/3/2025,Snacks,Chips,400,3,1200,Card,480,1440,
INV1164,6/3/2025,Snacks,Chips,400,3,1200,Cash,480,1440,
INV1165,6/3/2025,Beverages,Fanta,2880,7,20160,Transfer,3456,24192,
INV1166,6/3/2025,Household,Detergent,6900,7,48300,Transfer,8280,57960,
INV1167,6/3/2025,Beverages,Pepsi,2880,5,14400,Card,3456,17280,
INV1168,6/3/2025,Snacks,Chips,400,5,2000,Cash,480,2400,
INV1169,6/3/2025,Food items,Bread,500,7,3500,Cash,600,4200,
INV3434,6/3/2025,Food items,Coffee,1900,8,15200,Transfer,2280,18240,
INV3845,6/3/2025,Household,Toothpaste,800,8,6400,Cash,960,7680,
INV1170,6/4/2025,Household,Toothpaste,800,7,5600,Card,960,6720,
INV1171,6/4/2025,Food items,Bread,500,7,3500,Transfer,600,4200,
INV1172,6/4/2025,Food items,Bread,500,9,4500,Card,600,5400,
INV1173,6/4/2025,Food items,Bread,500,6,3000,Transfer,600,3600,
INV1174,6/4/2025,Snacks,Chips,400,2,800,Cash,480,960,
INV1175,6/4/2025,Beverages,Water,1750,3,5250,Cash,2100,6300,
INV1176,6/4/2025,Snacks,Biscuits,5200,4,20800,Card,6240,24960,
INV1177,6/4/2025,Snacks,Biscuits,5200,3,15600,Cash,6240,18720,
INV1178,6/4/2025,Snacks,Chocolate,3000,6,18000,Card,3600,21600,
INV1179,6/4/2025,Food items,Spaghetti,6000,7,42000,Transfer,7200,50400,
INV2753,6/4/2025,Food items,Coffee,1900,3,5700,Card,2280,6840,
INV3370,6/4/2025,Household,Toothpaste,800,8,6400,Transfer,960,7680,
INV3557,6/4/2025,Food items,Coffee,1900,4,7600,Cash,2280,9120,
INV3663,6/4/2025,Dairy,Butter,120,9,1080,Cash,144,1296,
INV1180,6/5/2025,Household,Shampoo,1200,10,12000,Card,1440,14400,
INV1181,6/5/2025,Snacks,Biscuits,5200,10,52000,Cash,6240,62400,
INV1182,6/5/2025,Household,Detergent,6900,2,13800,Cash,8280,16560,
INV1183,6/5/2025,Household,Shampoo,1200,8,9600,Card,1440,11520,
INV1184,6/5/2025,Food items,Rice,48000,6,288000,Cash,57600,345600,
INV1185,6/5/2025,Household,Detergent,6900,8,55200,Card,8280,66240,
INV1186,6/5/2025,Household,Soap,1700,4,6800,Cash,2040,8160,
INV2757,6/5/2025,Household,Soap,1700,6,10200,Transfer,2040,12240,
INV3197,6/5/2025,Food items,Eggs,3300,9,29700,Transfer,3960,35640,
INV3813,6/5/2025,Household,Toothpaste,800,5,4000,Cash,960,4800,
INV1187,6/6/2025,Snacks,Chips,400,10,4000,Cash,480,4800,
INV1188,6/6/2025,Beverages,Water,1750,9,15750,Cash,2100,18900,
INV1189,6/6/2025,Food items,Rice,48000,3,144000,Transfer,57600,172800,
INV1190,6/6/2025,Household,Soap,1700,7,11900,Cash,2040,14280,
INV1191,6/6/2025,Food items,Bread,500,9,4500,Cash,600,5400,
INV1192,6/6/2025,Beverages,Pepsi,2880,9,25920,Transfer,3456,31104,
INV1193,6/6/2025,Food items,Rice,48000,1,48000,Cash,57600,57600,
INV1194,6/6/2025,Beverages,Fanta,2880,5,14400,Transfer,3456,17280,
INV1195,6/6/2025,Beverages,Pepsi,2880,4,11520,Transfer,3456,13824,
INV2840,6/6/2025,Food items,Rice,48000,3,144000,Cash,57600,172800,
INV3023,6/6/2025,Food items,Eggs,3300,1,3300,Transfer,3960,3960,
INV3163,6/6/2025,Dairy,Milk,9100,9,81900,Cash,10920,98280,
INV3171,6/6/2025,Food items,Eggs,3300,5,16500,Transfer,3960,19800,
INV3323,6/6/2025,Dairy,Butter,120,1,120,Transfer,144,144,
INV3456,6/6/2025,Food items,Tea,600,3,1800,Card,720,2160,
INV3903,6/6/2025,Household,Toothpaste,800,3,2400,Cash,960,2880,
INV1196,6/7/2025,Snacks,Biscuits,5200,1,5200,Cash,6240,6240,
INV1197,6/7/2025,Food items,Spaghetti,6000,9,54000,Cash,7200,64800,
INV1198,6/7/2025,Food items,Spaghetti,6000,1,6000,Cash,7200,7200,
INV1199,6/7/2025,Beverages,Pepsi,2880,5,14400,Card,3456,17280,
INV1200,6/7/2025,Food items,Beans,60000,2,120000,Card,72000,144000,
INV1201,6/7/2025,Beverages,Fanta,2880,3,8640,Transfer,3456,10368,
INV3443,6/7/2025,Food items,Tea,600,6,3600,Card,720,4320,
INV3866,6/7/2025,Food items,Sugar,3600,7,25200,Cash,4320,30240,
INV1202,6/8/2025,Household,Shampoo,1200,2,2400,Cash,1440,2880,
INV1203,6/8/2025,Household,Detergent,6900,9,62100,Card,8280,74520,
INV1204,6/8/2025,Snacks,Chips,400,4,1600,Cash,480,1920,
INV1205,6/8/2025,Food items,Beans,60000,2,120000,Cash,72000,144000,
INV1206,6/8/2025,Food items,Bread,500,6,3000,Cash,600,3600,
INV1207,6/8/2025,Snacks,Chips,400,2,800,Transfer,480,960,
INV2871,6/8/2025,Food items,Coffee,1900,10,19000,Card,2280,22800,
INV2883,6/8/2025,Household,Toothpaste,800,10,8000,Transfer,960,9600,
INV2896,6/8/2025,Dairy,Butter,120,2,240,Card,144,288,
INV3830,6/8/2025,Food items,Bread,500,4,2000,Card,600,2400,
INV3869,6/8/2025,Food items,Rice,48000,8,384000,Transfer,57600,460800,
INV1208,6/9/2025,Household,Detergent,6900,4,27600,Cash,8280,33120,
INV1209,6/9/2025,Household,Toothpaste,800,10,8000,Cash,960,9600,
INV1210,6/9/2025,Snacks,Chocolate,3000,6,18000,Transfer,3600,21600,
INV1211,6/9/2025,Snacks,Chocolate,3000,8,24000,Card,3600,28800,
INV1212,6/9/2025,Beverages,Fanta,2880,1,2880,Transfer,3456,3456,
INV1213,6/9/2025,Food items,Spaghetti,6000,2,12000,Card,7200,14400,
INV1214,6/9/2025,Household,Shampoo,1200,2,2400,Cash,1440,2880,
INV2979,6/9/2025,Food items,Eggs,3300,5,16500,Transfer,3960,19800,
INV3253,6/9/2025,Dairy,Butter,120,6,720,Transfer,144,864,
INV1215,6/10/2025,Household,Detergent,6900,8,55200,Cash,8280,66240,
INV1216,6/10/2025,Beverages,Water,1750,1,1750,Transfer,2100,2100,
INV1217,6/10/2025,Household,Soap,1700,5,8500,Transfer,2040,10200,
INV1218,6/10/2025,Snacks,Biscuits,5200,10,52000,Card,6240,62400,
INV1219,6/10/2025,Household,Detergent,6900,6,41400,Transfer,8280,49680,
INV1220,6/10/2025,Beverages,Fanta,2880,9,25920,Card,3456,31104,
INV1221,6/10/2025,Household,Toothpaste,800,2,1600,Card,960,1920,
INV1222,6/10/2025,Beverages,Pepsi,2880,7,20160,Cash,3456,24192,
INV1223,6/10/2025,Snacks,Chips,400,10,4000,Card,480,4800,
INV3029,6/10/2025,Food items,Tea,600,9,5400,Cash,720,6480,
INV3130,6/10/2025,Food items,Tea,600,8,4800,Transfer,720,5760,
INV3194,6/10/2025,Dairy,Milk,9100,6,54600,Cash,10920,65520,
INV1224,6/11/2025,Food items,Rice,48000,1,48000,Cash,57600,57600,
INV1225,6/11/2025,Beverages,Coke,2880,10,28800,Transfer,3456,34560,
INV1226,6/11/2025,Food items,Beans,60000,5,300000,Card,72000,360000,
INV1227,6/11/2025,Beverages,Coke,2880,1,2880,Card,3456,3456,
INV1228,6/11/2025,Snacks,Chocolate,3000,6,18000,Cash,3600,21600,
INV1229,6/11/2025,Food items,Bread,500,2,1000,Card,600,1200,
INV1230,6/11/2025,Food items,Spaghetti,6000,1,6000,Cash,7200,7200,
INV1231,6/11/2025,Snacks,Biscuits,5200,4,20800,Cash,6240,24960,
INV2792,6/11/2025,Dairy,Milk,9100,5,45500,Cash,10920,54600,
INV3046,6/11/2025,Food items,Tea,600,4,2400,Transfer,720,2880,
INV3125,6/11/2025,Food items,Bread,500,1,500,Cash,600,600,
INV1232,6/12/2025,Food items,Rice,48000,2,96000,Card,57600,115200,
INV1233,6/12/2025,Beverages,Coke,2880,6,17280,Transfer,3456,20736,
INV1234,6/12/2025,Food items,Bread,500,7,3500,Transfer,600,4200,
INV1235,6/12/2025,Household,Shampoo,1200,2,2400,Transfer,1440,2880,
INV1236,6/12/2025,Household,Shampoo,1200,3,3600,Cash,1440,4320,
INV1237,6/12/2025,Snacks,Biscuits,5200,7,36400,Card,6240,43680,
INV3086,6/12/2025,Dairy,Milk,9100,9,81900,Card,10920,98280,
INV3913,6/12/2025,Food items,Rice,48000,2,96000,Transfer,57600,115200,
INV3931,6/12/2025,Household,Toothpaste,800,2,1600,Cash,960,1920,
INV1238,6/13/2025,Beverages,Coke,2880,6,17280,Transfer,3456,20736,
INV1239,6/13/2025,Household,Soap,1700,10,17000,Transfer,2040,20400,
INV1240,6/13/2025,Food items,Beans,60000,4,240000,Cash,72000,288000,
INV1241,6/13/2025,Beverages,Pepsi,2880,8,23040,Card,3456,27648,
INV1242,6/13/2025,Food items,Spaghetti,6000,6,36000,Card,7200,43200,
INV1243,6/13/2025,Beverages,Coke,2880,4,11520,Cash,3456,13824,
INV1244,6/13/2025,Household,Detergent,6900,1,6900,Transfer,8280,8280,
INV3067,6/13/2025,Food items,Coffee,1900,9,17100,Cash,2280,20520,
INV3105,6/13/2025,Food items,Rice,48000,10,480000,Transfer,57600,576000,
INV3269,6/13/2025,Food items,Sugar,3600,4,14400,Cash,4320,17280,
INV3367,6/13/2025,Dairy,Butter,120,5,600,Card,144,720,
INV1245,6/14/2025,Household,Shampoo,1200,8,9600,Cash,1440,11520,
INV1246,6/14/2025,Household,Detergent,6900,3,20700,Transfer,8280,24840,
INV1247,6/14/2025,Beverages,Water,1750,5,8750,Transfer,2100,10500,
INV1248,6/14/2025,Household,Toothpaste,800,7,5600,Card,960,6720,
INV1249,6/14/2025,Snacks,Chips,400,7,2800,Transfer,480,3360,
INV1250,6/14/2025,Snacks,Chocolate,3000,8,24000,Card,3600,28800,
INV1251,6/14/2025,Beverages,Fanta,2880,1,2880,Transfer,3456,3456,
INV3099,6/14/2025,Food items,Tea,600,2,1200,Card,720,1440,
INV3664,6/14/2025,Food items,Rice,48000,8,384000,Cash,57600,460800,
INV3668,6/14/2025,Food items,Coffee,1900,6,11400,Transfer,2280,13680,
INV1252,6/15/2025,Beverages,Water,1750,9,15750,Transfer,2100,18900,
INV1253,6/15/2025,Food items,Beans,60000,9,540000,Transfer,72000,648000,
INV1254,6/15/2025,Household,Soap,1700,10,17000,Card,2040,20400,
INV1255,6/15/2025,Household,Toothpaste,800,5,4000,Card,960,4800,
INV1256,6/15/2025,Food items,Beans,60000,6,360000,Card,72000,432000,
INV1257,6/15/2025,Snacks,Biscuits,5200,7,36400,Transfer,6240,43680,
INV1258,6/15/2025,Snacks,Chips,400,1,400,Transfer,480,480,
INV1259,6/15/2025,Beverages,Water,1750,3,5250,Cash,2100,6300,
INV1260,6/15/2025,Food items,Rice,48000,5,240000,Cash,57600,288000,
INV2751,6/15/2025,Household,Toothpaste,800,7,5600,Cash,960,6720,
INV2884,6/15/2025,Food items,Tea,600,2,1200,Card,720,1440,
INV3397,6/15/2025,Food items,Sugar,3600,6,21600,Card,4320,25920,
INV1261,6/16/2025,Household,Detergent,6900,2,13800,Card,8280,16560,
INV1262,6/16/2025,Food items,Spaghetti,6000,9,54000,Cash,7200,64800,
INV1263,6/16/2025,Food items,Bread,500,5,2500,Card,600,3000,
INV1264,6/16/2025,Snacks,Chips,400,3,1200,Card,480,1440,
INV1265,6/16/2025,Household,Toothpaste,800,9,7200,Cash,960,8640,
INV1266,6/16/2025,Household,Soap,1700,4,6800,Cash,2040,8160,
INV1267,6/16/2025,Beverages,Pepsi,2880,8,23040,Transfer,3456,27648,
INV1268,6/16/2025,Food items,Bread,500,4,2000,Card,600,2400,
INV1269,6/16/2025,Household,Soap,1700,5,8500,Card,2040,10200,
INV2787,6/16/2025,Dairy,Butter,120,9,1080,Transfer,144,1296,
INV2951,6/16/2025,Food items,Tea,600,2,1200,Card,720,1440,
INV3718,6/16/2025,Food items,Tea,600,8,4800,Card,720,5760,
INV3784,6/16/2025,Food items,Eggs,3300,3,9900,Card,3960,11880,
INV1270,6/17/2025,Snacks,Biscuits,5200,8,41600,Card,6240,49920,
INV1271,6/17/2025,Household,Soap,1700,3,5100,Cash,2040,6120,
INV1272,6/17/2025,Household,Soap,1700,10,17000,Cash,2040,20400,
INV1273,6/17/2025,Household,Shampoo,1200,10,12000,Transfer,1440,14400,
INV1274,6/17/2025,Beverages,Coke,2880,1,2880,Card,3456,3456,
INV1275,6/17/2025,Beverages,Coke,2880,1,2880,Transfer,3456,3456,
INV1276,6/17/2025,Snacks,Chocolate,3000,7,21000,Card,3600,25200,
INV1277,6/17/2025,Household,Detergent,6900,3,20700,Card,8280,24840,
INV2807,6/17/2025,Dairy,Butter,120,2,240,Card,144,288,
INV2910,6/17/2025,Food items,Sugar,3600,8,28800,Cash,4320,34560,
INV3167,6/17/2025,Dairy,Butter,120,4,480,Card,144,576,
INV3186,6/17/2025,Food items,Rice,48000,6,288000,Transfer,57600,345600,
INV3248,6/17/2025,Food items,Eggs,3300,3,9900,Transfer,3960,11880,
INV3362,6/17/2025,Dairy,Butter,120,5,600,Cash,144,720,
INV3592,6/17/2025,Food items,Rice,48000,8,384000,Transfer,57600,460800,
INV3840,6/17/2025,Food items,Sugar,3600,3,10800,Cash,4320,12960,
INV3909,6/17/2025,Food items,Coffee,1900,10,19000,Card,2280,22800,
INV1278,6/18/2025,Household,Soap,1700,6,10200,Transfer,2040,12240,
INV1279,6/18/2025,Household,Detergent,6900,1,6900,Card,8280,8280,
INV1280,6/18/2025,Household,Soap,1700,10,17000,Cash,2040,20400,
INV1281,6/18/2025,Household,Toothpaste,800,6,4800,Card,960,5760,
INV1282,6/18/2025,Household,Shampoo,1200,9,10800,Card,1440,12960,
INV1283,6/18/2025,Household,Soap,1700,10,17000,Cash,2040,20400,
INV3628,6/18/2025,Dairy,Milk,9100,8,72800,Cash,10920,87360,
INV3795,6/18/2025,Food items,Sugar,3600,2,7200,Transfer,4320,8640,
INV1284,6/19/2025,Food items,Bread,500,7,3500,Transfer,600,4200,
INV1285,6/19/2025,Household,Toothpaste,800,5,4000,Cash,960,4800,
INV1286,6/19/2025,Household,Soap,1700,10,17000,Card,2040,20400,
INV1287,6/19/2025,Beverages,Water,1750,3,5250,Transfer,2100,6300,
INV1288,6/19/2025,Beverages,Pepsi,2880,8,23040,Cash,3456,27648,
INV1289,6/19/2025,Food items,Spaghetti,6000,7,42000,Cash,7200,50400,
INV1290,6/19/2025,Food items,Beans,60000,5,300000,Cash,72000,360000,
INV1291,6/19/2025,Food items,Rice,48000,7,336000,Cash,57600,403200,
INV3133,6/19/2025,Household,Toothpaste,800,5,4000,Cash,960,4800,
INV3407,6/19/2025,Food items,Rice,48000,9,432000,Transfer,57600,518400,
INV3721,6/19/2025,Dairy,Butter,120,5,600,Card,144,720,
INV1292,6/20/2025,Snacks,Biscuits,5200,10,52000,Cash,6240,62400,
INV1293,6/20/2025,Household,Soap,1700,4,6800,Transfer,2040,8160,
INV1294,6/20/2025,Household,Detergent,6900,7,48300,Card,8280,57960,
INV1295,6/20/2025,Beverages,Coke,2880,1,2880,Transfer,3456,3456,
INV1296,6/20/2025,Snacks,Chips,400,2,800,Cash,480,960,
INV1297,6/20/2025,Food items,Rice,48000,1,48000,Card,57600,57600,
INV1298,6/20/2025,Beverages,Pepsi,2880,6,17280,Card,3456,20736,
INV1299,6/20/2025,Food items,Spaghetti,6000,10,60000,Cash,7200,72000,
INV2972,6/20/2025,Household,Toothpaste,800,8,6400,Cash,960,7680,
INV3776,6/20/2025,Food items,Bread,500,1,500,Transfer,600,600,
INV3819,6/20/2025,Food items,Coffee,1900,6,11400,Card,2280,13680,
INV1300,6/21/2025,Food items,Bread,500,5,2500,Transfer,600,3000,
INV1301,6/21/2025,Food items,Rice,48000,6,288000,Cash,57600,345600,
INV1302,6/21/2025,Beverages,Pepsi,2880,4,11520,Card,3456,13824,
INV1303,6/21/2025,Household,Detergent,6900,9,62100,Cash,8280,74520,
INV1304,6/21/2025,Food items,Bread,500,9,4500,Card,600,5400,
INV1305,6/21/2025,Household,Soap,1700,2,3400,Cash,2040,4080,
INV1306,6/21/2025,Food items,Beans,60000,4,240000,Cash,72000,288000,
INV1307,6/21/2025,Food items,Bread,500,9,4500,Transfer,600,5400,
INV2873,6/21/2025,Dairy,Butter,120,3,360,Transfer,144,432,
INV3049,6/21/2025,Household,Toothpaste,800,8,6400,Card,960,7680,
INV1308,6/22/2025,Household,Shampoo,1200,3,3600,Cash,1440,4320,
INV1309,6/22/2025,Household,Shampoo,1200,6,7200,Cash,1440,8640,
INV1310,6/22/2025,Beverages,Pepsi,2880,2,5760,Card,3456,6912,
INV1311,6/22/2025,Household,Toothpaste,800,10,8000,Card,960,9600,
INV1312,6/22/2025,Household,Soap,1700,3,5100,Cash,2040,6120,
INV1313,6/22/2025,Food items,Bread,500,4,2000,Transfer,600,2400,
INV1314,6/22/2025,Household,Toothpaste,800,8,6400,Cash,960,7680,
INV2789,6/22/2025,Food items,Coffee,1900,4,7600,Transfer,2280,9120,
INV2886,6/22/2025,Food items,Coffee,1900,7,13300,Card,2280,15960,
INV2920,6/22/2025,Household,Toothpaste,800,6,4800,Cash,960,5760,
INV3182,6/22/2025,Dairy,Milk,9100,8,72800,Transfer,10920,87360,
INV3231,6/22/2025,Food items,Eggs,3300,9,29700,Transfer,3960,35640,
INV3308,6/22/2025,Food items,Tea,600,6,3600,Cash,720,4320,
